ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.2.1,7.894736842105263,9.375,,,,,,,,,,,,,
1.2.3,8.88888888888889,6.0,,,,,,,,,,,,,
1.2.5,3.508771929824561,5.555555555555555,,,,,,,,,,,,,
1.2.10,6.779661016949152,1.8181818181818181,,,,,,,,,,,,,
1.2.15,4.918032786885246,10.344827586206897,,,,,,,,,,,,,
1.5.1,6.976744186046512,2.4390243902439024,6.976744186046512,7.894736842105263,9.375,,,,,,,,,,
1.5.3,6.382978723404255,1.9230769230769231,6.976744186046512,8.88888888888889,6.0,,,,,,,,,,
1.5.5,4.838709677419355,1.6129032258064515,10.526315789473683,3.508771929824561,5.555555555555555,,,,,,,,,,
1.5.10,4.6875,1.5625,6.349206349206349,6.779661016949152,1.8181818181818181,,,,,,,,,,
1.5.15,4.545454545454546,1.5151515151515151,8.19672131147541,4.918032786885246,10.344827586206897,,,,,,,,,,
1.10.1,5.405405405405405,4.545454545454546,7.142857142857142,2.857142857142857,2.857142857142857,6.976744186046512,2.4390243902439024,6.976744186046512,7.894736842105263,9.375,,,,,
1.10.3,6.976744186046512,4.545454545454546,3.8461538461538463,2.3255813953488373,4.166666666666666,6.382978723404255,1.9230769230769231,6.976744186046512,8.88888888888889,6.0,,,,,
1.10.5,3.4482758620689653,3.4482758620689653,3.1746031746031744,1.7857142857142856,1.7857142857142856,4.838709677419355,1.6129032258064515,10.526315789473683,3.508771929824561,5.555555555555555,,,,,
1.10.10,3.3333333333333335,3.3333333333333335,3.076923076923077,1.7241379310344827,1.7241379310344827,4.6875,1.5625,6.349206349206349,6.779661016949152,1.8181818181818181,,,,,
1.10.15,3.225806451612903,3.225806451612903,2.9850746268656714,1.6666666666666667,1.6666666666666667,4.545454545454546,1.5151515151515151,8.19672131147541,4.918032786885246,10.344827586206897,,,,,
1.15.1,6.8181818181818175,5.0,6.25,2.5,6.8181818181818175,5.405405405405405,4.545454545454546,7.142857142857142,2.857142857142857,2.857142857142857,6.976744186046512,2.4390243902439024,6.976744186046512,7.894736842105263,9.375
1.15.3,4.838709677419355,6.896551724137931,6.25,2.5,9.30232558139535,6.976744186046512,4.545454545454546,3.8461538461538463,2.3255813953488373,4.166666666666666,6.382978723404255,1.9230769230769231,6.976744186046512,8.88888888888889,6.0
1.15.5,4.761904761904762,6.779661016949152,4.838709677419355,1.639344262295082,8.771929824561402,3.4482758620689653,3.4482758620689653,3.1746031746031744,1.7857142857142856,1.7857142857142856,4.838709677419355,1.6129032258064515,10.526315789473683,3.508771929824561,5.555555555555555
1.15.10,4.615384615384616,6.557377049180328,4.6875,1.5873015873015872,8.47457627118644,3.3333333333333335,3.3333333333333335,3.076923076923077,1.7241379310344827,1.7241379310344827,4.6875,1.5625,6.349206349206349,6.779661016949152,1.8181818181818181
1.15.15,4.477611940298507,4.761904761904762,4.545454545454546,1.5384615384615385,8.19672131147541,3.225806451612903,3.225806451612903,2.9850746268656714,1.6666666666666667,1.6666666666666667,4.545454545454546,1.5151515151515151,8.19672131147541,4.918032786885246,10.344827586206897
2.2.1,0.0,36.0,,,,,,,,,,,,,
2.2.3,0.0,28.000000000000004,,,,,,,,,,,,,
2.2.5,0.0,33.33333333333333,,,,,,,,,,,,,
